transaction_at,item_name,item_sku,quantity,unit_price,cost_price,total_amount,transaction_type
2026-04-24,Tuna 180g,V12-FIL-049,8,58.71,43.15,469.68,sale
2026-04-24,Instant Noodles 5pk,V12-FIL-050,9,28.16,24.32,253.44,sale
2026-04-24,Zucchini,V12-FIL-056,9,35.42,23.42,318.78,sale
2026-04-24,Eggplant,V12-FIL-057,11,35.67,29.77,392.37,sale
2026-04-24,Mango 1kg,V12-FIL-058,8,32.41,20.67,259.28,sale
2026-04-24,Baby Carrots,V12-FIL-062,1,3.77,2.78,3.77,sale
2026-04-24,Almonds 200g,V12-FIL-064,1,4.43,3.39,4.43,sale
2026-04-24,Stock Cubes 12pk,V12-FIL-070,7,19.59,15.20,137.13,sale
2026-04-24,Ginger 500g,V12-FIL-072,1,21.29,15.31,21.29,sale
2026-04-24,Paprika 100g,V12-FIL-074,1,34.73,25.81,34.73,sale
2026-04-24,Mint,V12-FIL-077,7,26.72,18.48,187.04,sale
2026-04-24,GT V12-GROWTH-001,V12-GROWTH-001,1,13.00,6.00,13.00,sale
2026-04-24,GT V12-GROWTH-002,V12-GROWTH-002,2,26.00,12.00,52.00,sale
2026-04-24,GT V12-HEALTHY-001,V12-HEALTHY-001,3,12.00,6.00,36.00,sale
2026-04-24,GT V12-HEALTHY-002,V12-HEALTHY-002,2,9.00,4.00,18.00,sale
2026-04-24,GT V12-MARGIN-001,V12-MARGIN-001,1,9.00,15.00,9.00,sale
2026-04-24,GT V12-MARGIN-002,V12-MARGIN-002,4,14.00,20.00,56.00,sale
2026-04-24,GT V12-OVERSTOCK-001,V12-OVERSTOCK-001,2,30.00,15.00,60.00,sale
2026-04-24,GT V12-OVERSTOCK-002,V12-OVERSTOCK-002,2,80.00,40.00,160.00,sale
2026-04-24,GT V12-PO-001,V12-PO-001,4,9.00,4.00,36.00,sale
2026-04-24,GT V12-PO-002,V12-PO-002,2,10.00,5.00,20.00,sale
2026-04-24,GT V12-SEASONAL-003,V12-SEASONAL-003,1,15.00,7.00,15.00,sale
2026-04-24,GT V12-SEASONAL-004,V12-SEASONAL-004,1,20.00,9.00,20.00,sale
2026-04-24,GT V12-STOCKOUT-001,V12-STOCKOUT-001,7,16.00,8.00,112.00,sale
2026-04-24,GT V12-STOCKOUT-002,V12-STOCKOUT-002,5,7.00,3.00,35.00,sale
2026-04-24,GT V12-UNKNOWN-001,V12-UNKNOWN-001,3,7.00,3.00,21.00,sale
2026-04-25,GT V12-FAST-001,V12-FAST-001,4,11.00,5.00,44.00,sale
2026-04-25,GT V12-FAST-002,V12-FAST-002,6,14.00,7.00,84.00,sale
2026-04-25,GT V12-FAST-003,V12-FAST-003,7,18.00,9.00,126.00,sale
2026-04-25,GT V12-FAST-004,V12-FAST-004,3,5.00,2.00,15.00,sale
2026-04-25,Cooking Oil 3L,V12-FIL-001,7,10.37,8.32,72.59,sale
2026-04-25,Sugar 2kg,V12-FIL-002,5,40.98,26.95,204.90,sale
2026-04-25,Flour 5kg,V12-FIL-003,8,53.18,36.47,425.44,sale
2026-04-25,Mayo 750ml,V12-FIL-005,10,6.41,4.14,64.10,sale
2026-04-25,Ketchup 1kg,V12-FIL-006,6,11.33,7.49,67.98,sale
2026-04-25,Olive Oil 1L,V12-FIL-007,5,36.61,26.78,183.05,sale
2026-04-25,Milk 1L,V12-FIL-010,1,15.33,12.73,15.33,sale
2026-04-25,Yogurt 500g,V12-FIL-011,1,9.42,7.25,9.42,sale
2026-04-25,Eggs 30pk,V12-FIL-014,1,46.90,32.21,46.90,sale
2026-04-25,Chicken 1kg,V12-FIL-015,1,46.44,30.10,46.44,sale
2026-04-25,Fish 800g,V12-FIL-017,9,58.66,42.10,527.94,sale
2026-04-25,Onion 5kg,V12-FIL-021,7,23.96,17.56,167.72,sale
2026-04-25,Apple 1kg,V12-FIL-023,1,6.32,5.13,6.32,sale
2026-04-25,Chocolate 100g,V12-FIL-030,1,20.09,12.61,20.09,sale
2026-04-25,Candy 500g,V12-FIL-031,6,5.12,3.24,30.72,sale
2026-04-25,Soap 6pk,V12-FIL-033,1,29.31,23.83,29.31,sale
2026-04-25,Toothpaste 3pk,V12-FIL-035,1,55.25,39.53,55.25,sale
2026-04-25,Tissue 6pk,V12-FIL-036,1,19.20,13.90,19.20,sale
2026-04-25,Wipes 80pk,V12-FIL-037,5,30.46,24.64,152.30,sale
2026-04-25,Salt 1kg,V12-FIL-040,11,28.05,18.01,308.55,sale
2026-04-25,Spices 100g,V12-FIL-041,10,17.65,11.92,176.50,sale
2026-04-25,Jam 400g,V12-FIL-043,1,35.14,24.76,35.14,sale
2026-04-25,Canned Beans 400g,V12-FIL-048,7,28.98,22.66,202.86,sale
2026-04-25,Tuna 180g,V12-FIL-049,8,58.71,43.15,469.68,sale
2026-04-25,Instant Noodles 5pk,V12-FIL-050,9,28.16,24.32,253.44,sale
2026-04-25,Zucchini,V12-FIL-056,9,35.42,23.42,318.78,sale
2026-04-25,Eggplant,V12-FIL-057,11,35.67,29.77,392.37,sale
2026-04-25,Mango 1kg,V12-FIL-058,8,32.41,20.67,259.28,sale
2026-04-25,Baby Carrots,V12-FIL-062,1,3.77,2.78,3.77,sale
2026-04-25,Almonds 200g,V12-FIL-064,1,4.43,3.39,4.43,sale
2026-04-25,Stock Cubes 12pk,V12-FIL-070,7,19.59,15.20,137.13,sale
2026-04-25,Ginger 500g,V12-FIL-072,1,21.29,15.31,21.29,sale
2026-04-25,Paprika 100g,V12-FIL-074,1,34.73,25.81,34.73,sale
2026-04-25,Mint,V12-FIL-077,7,26.72,18.48,187.04,sale
2026-04-25,GT V12-GROWTH-001,V12-GROWTH-001,1,13.00,6.00,13.00,sale
2026-04-25,GT V12-GROWTH-002,V12-GROWTH-002,2,26.00,12.00,52.00,sale
2026-04-25,GT V12-HEALTHY-001,V12-HEALTHY-001,3,12.00,6.00,36.00,sale
2026-04-25,GT V12-HEALTHY-002,V12-HEALTHY-002,2,9.00,4.00,18.00,sale
2026-04-25,GT V12-HEALTHY-003,V12-HEALTHY-003,1,11.00,5.00,11.00,sale
2026-04-25,GT V12-MARGIN-001,V12-MARGIN-001,1,9.00,15.00,9.00,sale
2026-04-25,GT V12-MARGIN-002,V12-MARGIN-002,4,14.00,20.00,56.00,sale
2026-04-25,GT V12-OVERSTOCK-001,V12-OVERSTOCK-001,2,30.00,15.00,60.00,sale
2026-04-25,GT V12-OVERSTOCK-002,V12-OVERSTOCK-002,1,80.00,40.00,80.00,sale
2026-04-25,GT V12-PO-001,V12-PO-001,4,9.00,4.00,36.00,sale
2026-04-25,GT V12-PO-002,V12-PO-002,2,10.00,5.00,20.00,sale
2026-04-25,GT V12-SEASONAL-003,V12-SEASONAL-003,1,15.00,7.00,15.00,sale
2026-04-25,GT V12-SEASONAL-004,V12-SEASONAL-004,1,20.00,9.00,20.00,sale
2026-04-25,GT V12-STOCKOUT-001,V12-STOCKOUT-001,7,16.00,8.00,112.00,sale
2026-04-25,GT V12-STOCKOUT-002,V12-STOCKOUT-002,4,7.00,3.00,28.00,sale
2026-04-25,GT V12-UNKNOWN-001,V12-UNKNOWN-001,3,7.00,3.00,21.00,sale
2026-04-26,GT V12-FAST-001,V12-FAST-001,4,11.00,5.00,44.00,sale
2026-04-26,GT V12-FAST-002,V12-FAST-002,6,14.00,7.00,84.00,sale
2026-04-26,GT V12-FAST-003,V12-FAST-003,7,18.00,9.00,126.00,sale
2026-04-26,GT V12-FAST-004,V12-FAST-004,3,5.00,2.00,15.00,sale
2026-04-26,Cooking Oil 3L,V12-FIL-001,7,10.37,8.32,72.59,sale
2026-04-26,Sugar 2kg,V12-FIL-002,5,40.98,26.95,204.90,sale
2026-04-26,Flour 5kg,V12-FIL-003,8,53.18,36.47,425.44,sale
2026-04-26,Mayo 750ml,V12-FIL-005,10,6.41,4.14,64.10,sale
2026-04-26,Ketchup 1kg,V12-FIL-006,6,11.33,7.49,67.98,sale
2026-04-26,Olive Oil 1L,V12-FIL-007,5,36.61,26.78,183.05,sale
2026-04-26,Milk 1L,V12-FIL-010,1,15.33,12.73,15.33,sale
2026-04-26,Yogurt 500g,V12-FIL-011,1,9.42,7.25,9.42,sale
2026-04-26,Eggs 30pk,V12-FIL-014,1,46.90,32.21,46.90,sale
2026-04-26,Chicken 1kg,V12-FIL-015,1,46.44,30.10,46.44,sale
2026-04-26,Fish 800g,V12-FIL-017,9,58.66,42.10,527.94,sale
2026-04-26,Onion 5kg,V12-FIL-021,7,23.96,17.56,167.72,sale
2026-04-26,Apple 1kg,V12-FIL-023,1,6.32,5.13,6.32,sale
2026-04-26,Chocolate 100g,V12-FIL-030,1,20.09,12.61,20.09,sale
2026-04-26,Candy 500g,V12-FIL-031,6,5.12,3.24,30.72,sale
2026-04-26,Soap 6pk,V12-FIL-033,1,29.31,23.83,29.31,sale
2026-04-26,Toothpaste 3pk,V12-FIL-035,1,55.25,39.53,55.25,sale
2026-04-26,Tissue 6pk,V12-FIL-036,1,19.20,13.90,19.20,sale
2026-04-26,Wipes 80pk,V12-FIL-037,5,30.46,24.64,152.30,sale
2026-04-26,Salt 1kg,V12-FIL-040,11,28.05,18.01,308.55,sale
2026-04-26,Spices 100g,V12-FIL-041,10,17.65,11.92,176.50,sale
2026-04-26,Jam 400g,V12-FIL-043,1,35.14,24.76,35.14,sale
2026-04-26,Canned Beans 400g,V12-FIL-048,7,28.98,22.66,202.86,sale
2026-04-26,Tuna 180g,V12-FIL-049,8,58.71,43.15,469.68,sale
2026-04-26,Instant Noodles 5pk,V12-FIL-050,9,28.16,24.32,253.44,sale
2026-04-26,Zucchini,V12-FIL-056,9,35.42,23.42,318.78,sale
2026-04-26,Eggplant,V12-FIL-057,11,35.67,29.77,392.37,sale
2026-04-26,Mango 1kg,V12-FIL-058,8,32.41,20.67,259.28,sale
2026-04-26,Baby Carrots,V12-FIL-062,1,3.77,2.78,3.77,sale
2026-04-26,Almonds 200g,V12-FIL-064,1,4.43,3.39,4.43,sale
2026-04-26,Stock Cubes 12pk,V12-FIL-070,7,19.59,15.20,137.13,sale
2026-04-26,Ginger 500g,V12-FIL-072,1,21.29,15.31,21.29,sale
2026-04-26,Paprika 100g,V12-FIL-074,1,34.73,25.81,34.73,sale
2026-04-26,Mint,V12-FIL-077,7,26.72,18.48,187.04,sale
2026-04-26,GT V12-GROWTH-001,V12-GROWTH-001,1,13.00,6.00,13.00,sale
2026-04-26,GT V12-GROWTH-002,V12-GROWTH-002,2,26.00,12.00,52.00,sale
2026-04-26,GT V12-HEALTHY-001,V12-HEALTHY-001,3,12.00,6.00,36.00,sale
2026-04-26,GT V12-HEALTHY-002,V12-HEALTHY-002,2,9.00,4.00,18.00,sale
2026-04-26,GT V12-HEALTHY-003,V12-HEALTHY-003,1,11.00,5.00,11.00,sale
2026-04-26,GT V12-MARGIN-001,V12-MARGIN-001,1,9.00,15.00,9.00,sale
2026-04-26,GT V12-MARGIN-002,V12-MARGIN-002,4,14.00,20.00,56.00,sale
2026-04-26,GT V12-OVERSTOCK-001,V12-OVERSTOCK-001,2,30.00,15.00,60.00,sale
2026-04-26,GT V12-OVERSTOCK-002,V12-OVERSTOCK-002,1,80.00,40.00,80.00,sale
2026-04-26,GT V12-PO-001,V12-PO-001,4,9.00,4.00,36.00,sale
2026-04-26,GT V12-PO-002,V12-PO-002,2,10.00,5.00,20.00,sale
2026-04-26,GT V12-SEASONAL-001,V12-SEASONAL-001,1,22.00,10.00,22.00,sale
2026-04-26,GT V12-SEASONAL-003,V12-SEASONAL-003,1,15.00,7.00,15.00,sale
2026-04-26,GT V12-SEASONAL-004,V12-SEASONAL-004,1,20.00,9.00,20.00,sale
2026-04-26,GT V12-STOCKOUT-001,V12-STOCKOUT-001,7,16.00,8.00,112.00,sale
2026-04-26,GT V12-STOCKOUT-002,V12-STOCKOUT-002,4,7.00,3.00,28.00,sale
2026-04-26,GT V12-UNKNOWN-001,V12-UNKNOWN-001,3,7.00,3.00,21.00,sale
2026-04-27,GT V12-FAST-001,V12-FAST-001,4,11.00,5.00,44.00,sale
2026-04-27,GT V12-FAST-002,V12-FAST-002,5,14.00,7.00,70.00,sale
2026-04-27,GT V12-FAST-003,V12-FAST-003,7,18.00,9.00,126.00,sale
2026-04-27,GT V12-FAST-004,V12-FAST-004,3,5.00,2.00,15.00,sale
2026-04-27,Cooking Oil 3L,V12-FIL-001,7,10.37,8.32,72.59,sale
2026-04-27,Sugar 2kg,V12-FIL-002,5,40.98,26.95,204.90,sale
2026-04-27,Flour 5kg,V12-FIL-003,8,53.18,36.47,425.44,sale
2026-04-27,Mayo 750ml,V12-FIL-005,10,6.41,4.14,64.10,sale
2026-04-27,Ketchup 1kg,V12-FIL-006,6,11.33,7.49,67.98,sale
2026-04-27,Olive Oil 1L,V12-FIL-007,5,36.61,26.78,183.05,sale
2026-04-27,Milk 1L,V12-FIL-010,1,15.33,12.73,15.33,sale
2026-04-27,Yogurt 500g,V12-FIL-011,1,9.42,7.25,9.42,sale
2026-04-27,Cheddar 1kg,V12-FIL-012,4,14.93,10.87,59.72,sale
2026-04-27,Eggs 30pk,V12-FIL-014,1,46.90,32.21,46.90,sale
2026-04-27,Chicken 1kg,V12-FIL-015,1,46.44,30.10,46.44,sale
2026-04-27,Fish 800g,V12-FIL-017,9,58.66,42.10,527.94,sale
2026-04-27,Cucumber 1kg,V12-FIL-018,5,19.82,13.01,99.10,sale
2026-04-27,Onion 5kg,V12-FIL-021,6,23.96,17.56,143.76,sale
2026-04-27,Apple 1kg,V12-FIL-023,1,6.32,5.13,6.32,sale
2026-04-27,Orange 1kg,V12-FIL-024,3,60.31,44.16,180.93,sale
2026-04-27,Cola 1.5L,V12-FIL-025,6,16.04,11.00,96.24,sale
2026-04-27,Juice 1L,V12-FIL-027,3,51.84,33.33,155.52,sale
2026-04-27,Biscuits 400g,V12-FIL-029,4,60.22,39.68,240.88,sale
2026-04-27,Chocolate 100g,V12-FIL-030,1,20.09,12.61,20.09,sale
2026-04-27,Candy 500g,V12-FIL-031,6,5.12,3.24,30.72,sale
2026-04-27,Detergent 3kg,V12-FIL-032,5,61.60,44.25,308.00,sale
2026-04-27,Soap 6pk,V12-FIL-033,1,29.31,23.83,29.31,sale
2026-04-27,Shampoo 400ml,V12-FIL-034,4,58.35,39.03,233.40,sale
2026-04-27,Toothpaste 3pk,V12-FIL-035,1,55.25,39.53,55.25,sale
2026-04-27,Tissue 6pk,V12-FIL-036,1,19.20,13.90,19.20,sale
2026-04-27,Wipes 80pk,V12-FIL-037,5,30.46,24.64,152.30,sale
2026-04-27,Diapers M40,V12-FIL-038,3,25.63,20.77,76.89,sale
2026-04-27,Salt 1kg,V12-FIL-040,10,28.05,18.01,280.50,sale
2026-04-27,Spices 100g,V12-FIL-041,10,17.65,11.92,176.50,sale
2026-04-27,Jam 400g,V12-FIL-043,1,35.14,24.76,35.14,sale
2026-04-27,Cereal 500g,V12-FIL-044,5,54.26,40.16,271.30,sale
2026-04-27,Oats 1kg,V12-FIL-045,3,23.83,19.25,71.49,sale
2026-04-27,Dried Fruit 400g,V12-FIL-047,4,7.61,5.55,30.44,sale
2026-04-27,Canned Beans 400g,V12-FIL-048,7,28.98,22.66,202.86,sale
2026-04-27,Tuna 180g,V12-FIL-049,8,58.71,43.15,469.68,sale
2026-04-27,Instant Noodles 5pk,V12-FIL-050,9,28.16,24.32,253.44,sale
2026-04-27,Pizza Frozen,V12-FIL-053,6,34.67,24.07,208.02,sale
2026-04-27,Lettuce,V12-FIL-055,6,29.72,21.09,178.32,sale
2026-04-27,Zucchini,V12-FIL-056,9,35.42,23.42,318.78,sale
2026-04-27,Eggplant,V12-FIL-057,11,35.67,29.77,392.37,sale
2026-04-27,Mango 1kg,V12-FIL-058,8,32.41,20.67,259.28,sale
2026-04-27,Grapes 500g,V12-FIL-059,4,39.11,27.44,156.44,sale
2026-04-27,Dates 1kg,V12-FIL-060,4,22.53,15.13,90.12,sale
2026-04-27,Pomegranate,V12-FIL-061,5,11.80,7.55,59.00,sale
2026-04-27,Baby Carrots,V12-FIL-062,1,3.77,2.78,3.77,sale
2026-04-27,Almonds 200g,V12-FIL-064,1,4.43,3.39,4.43,sale
2026-04-27,Pistachio 250g,V12-FIL-065,5,23.26,18.75,116.30,sale
2026-04-27,Hazelnut 250g,V12-FIL-066,6,38.15,26.06,228.90,sale
2026-04-27,Vinegar 1L,V12-FIL-068,5,32.94,21.52,164.70,sale
2026-04-27,Stock Cubes 12pk,V12-FIL-070,7,19.59,15.20,137.13,sale
2026-04-27,Garlic 1kg,V12-FIL-071,3,5.66,4.57,16.98,sale
2026-04-27,Ginger 500g,V12-FIL-072,1,21.29,15.31,21.29,sale
2026-04-27,Turmeric 200g,V12-FIL-073,6,15.83,10.83,94.98,sale
2026-04-27,Paprika 100g,V12-FIL-074,1,34.73,25.81,34.73,sale
2026-04-27,Limes 500g,V12-FIL-076,5,42.04,27.03,210.20,sale
2026-04-27,Mint,V12-FIL-077,7,26.72,18.48,187.04,sale
2026-04-27,GT V12-GROWTH-001,V12-GROWTH-001,1,13.00,6.00,13.00,sale
2026-04-27,GT V12-GROWTH-002,V12-GROWTH-002,1,26.00,12.00,26.00,sale
2026-04-27,GT V12-HEALTHY-001,V12-HEALTHY-001,3,12.00,6.00,36.00,sale
2026-04-27,GT V12-HEALTHY-002,V12-HEALTHY-002,2,9.00,4.00,18.00,sale
2026-04-27,GT V12-HEALTHY-003,V12-HEALTHY-003,1,11.00,5.00,11.00,sale
2026-04-27,GT V12-MARGIN-001,V12-MARGIN-001,1,9.00,15.00,9.00,sale
2026-04-27,GT V12-MARGIN-002,V12-MARGIN-002,4,14.00,20.00,56.00,sale
2026-04-27,GT V12-OVERSTOCK-001,V12-OVERSTOCK-001,2,30.00,15.00,60.00,sale
2026-04-27,GT V12-OVERSTOCK-002,V12-OVERSTOCK-002,1,80.00,40.00,80.00,sale
2026-04-27,GT V12-OWNER-002,V12-OWNER-002,2,17.00,8.00,34.00,sale
2026-04-27,GT V12-PO-001,V12-PO-001,4,9.00,4.00,36.00,sale
2026-04-27,GT V12-PO-002,V12-PO-002,2,10.00,5.00,20.00,sale
2026-04-27,GT V12-SEASONAL-001,V12-SEASONAL-001,1,22.00,10.00,22.00,sale
2026-04-27,GT V12-SEASONAL-002,V12-SEASONAL-002,1,7.00,3.00,7.00,sale
2026-04-27,GT V12-SEASONAL-003,V12-SEASONAL-003,1,15.00,7.00,15.00,sale
2026-04-27,GT V12-SEASONAL-004,V12-SEASONAL-004,1,20.00,9.00,20.00,sale
2026-04-27,GT V12-SLOW-001,V12-SLOW-001,1,12.00,6.00,12.00,sale
2026-04-27,GT V12-SLOW-002,V12-SLOW-002,2,8.00,4.00,16.00,sale
2026-04-27,GT V12-STOCKOUT-001,V12-STOCKOUT-001,7,16.00,8.00,112.00,sale
2026-04-27,GT V12-STOCKOUT-002,V12-STOCKOUT-002,4,7.00,3.00,28.00,sale
2026-04-27,GT V12-UNKNOWN-001,V12-UNKNOWN-001,3,7.00,3.00,21.00,sale
2026-04-27,GT V12-UNKNOWN-002,V12-UNKNOWN-002,1,5.00,2.00,5.00,sale
2026-04-28,GT V12-FAST-001,V12-FAST-001,4,11.00,5.00,44.00,sale
2026-04-28,GT V12-FAST-002,V12-FAST-002,5,14.00,7.00,70.00,sale
2026-04-28,GT V12-FAST-003,V12-FAST-003,7,18.00,9.00,126.00,sale
2026-04-28,GT V12-FAST-004,V12-FAST-004,3,5.00,2.00,15.00,sale
2026-04-28,Cooking Oil 3L,V12-FIL-001,7,10.37,8.32,72.59,sale
2026-04-28,Sugar 2kg,V12-FIL-002,5,40.98,26.95,204.90,sale
2026-04-28,Flour 5kg,V12-FIL-003,8,53.18,36.47,425.44,sale
2026-04-28,Mayo 750ml,V12-FIL-005,10,6.41,4.14,64.10,sale
2026-04-28,Ketchup 1kg,V12-FIL-006,6,11.33,7.49,67.98,sale
2026-04-28,Olive Oil 1L,V12-FIL-007,5,36.61,26.78,183.05,sale
2026-04-28,Milk 1L,V12-FIL-010,1,15.33,12.73,15.33,sale
2026-04-28,Yogurt 500g,V12-FIL-011,1,9.42,7.25,9.42,sale
2026-04-28,Cheddar 1kg,V12-FIL-012,4,14.93,10.87,59.72,sale
2026-04-28,Eggs 30pk,V12-FIL-014,1,46.90,32.21,46.90,sale
2026-04-28,Chicken 1kg,V12-FIL-015,1,46.44,30.10,46.44,sale
2026-04-28,Fish 800g,V12-FIL-017,8,58.66,42.10,469.28,sale
2026-04-28,Cucumber 1kg,V12-FIL-018,5,19.82,13.01,99.10,sale
2026-04-28,Onion 5kg,V12-FIL-021,6,23.96,17.56,143.76,sale
2026-04-28,Apple 1kg,V12-FIL-023,1,6.32,5.13,6.32,sale
2026-04-28,Orange 1kg,V12-FIL-024,3,60.31,44.16,180.93,sale
2026-04-28,Cola 1.5L,V12-FIL-025,6,16.04,11.00,96.24,sale
2026-04-28,Juice 1L,V12-FIL-027,3,51.84,33.33,155.52,sale
2026-04-28,Biscuits 400g,V12-FIL-029,4,60.22,39.68,240.88,sale
2026-04-28,Chocolate 100g,V12-FIL-030,1,20.09,12.61,20.09,sale
2026-04-28,Candy 500g,V12-FIL-031,6,5.12,3.24,30.72,sale
2026-04-28,Detergent 3kg,V12-FIL-032,5,61.60,44.25,308.00,sale
2026-04-28,Soap 6pk,V12-FIL-033,1,29.31,23.83,29.31,sale
2026-04-28,Shampoo 400ml,V12-FIL-034,4,58.35,39.03,233.40,sale
2026-04-28,Toothpaste 3pk,V12-FIL-035,1,55.25,39.53,55.25,sale
2026-04-28,Tissue 6pk,V12-FIL-036,1,19.20,13.90,19.20,sale
2026-04-28,Wipes 80pk,V12-FIL-037,5,30.46,24.64,152.30,sale
2026-04-28,Diapers M40,V12-FIL-038,3,25.63,20.77,76.89,sale
2026-04-28,Salt 1kg,V12-FIL-040,10,28.05,18.01,280.50,sale
2026-04-28,Spices 100g,V12-FIL-041,10,17.65,11.92,176.50,sale
2026-04-28,Jam 400g,V12-FIL-043,1,35.14,24.76,35.14,sale
2026-04-28,Cereal 500g,V12-FIL-044,5,54.26,40.16,271.30,sale
2026-04-28,Oats 1kg,V12-FIL-045,3,23.83,19.25,71.49,sale
2026-04-28,Dried Fruit 400g,V12-FIL-047,4,7.61,5.55,30.44,sale
2026-04-28,Canned Beans 400g,V12-FIL-048,7,28.98,22.66,202.86,sale
2026-04-28,Tuna 180g,V12-FIL-049,8,58.71,43.15,469.68,sale
2026-04-28,Instant Noodles 5pk,V12-FIL-050,9,28.16,24.32,253.44,sale
2026-04-28,Pizza Frozen,V12-FIL-053,5,34.67,24.07,173.35,sale
2026-04-28,Lettuce,V12-FIL-055,6,29.72,21.09,178.32,sale
2026-04-28,Zucchini,V12-FIL-056,9,35.42,23.42,318.78,sale
2026-04-28,Eggplant,V12-FIL-057,11,35.67,29.77,392.37,sale
2026-04-28,Mango 1kg,V12-FIL-058,8,32.41,20.67,259.28,sale
2026-04-28,Grapes 500g,V12-FIL-059,4,39.11,27.44,156.44,sale
2026-04-28,Dates 1kg,V12-FIL-060,3,22.53,15.13,67.59,sale
2026-04-28,Pomegranate,V12-FIL-061,4,11.80,7.55,47.20,sale
2026-04-28,Baby Carrots,V12-FIL-062,1,3.77,2.78,3.77,sale
2026-04-28,Almonds 200g,V12-FIL-064,1,4.43,3.39,4.43,sale
2026-04-28,Pistachio 250g,V12-FIL-065,5,23.26,18.75,116.30,sale
2026-04-28,Hazelnut 250g,V12-FIL-066,6,38.15,26.06,228.90,sale
2026-04-28,Vinegar 1L,V12-FIL-068,5,32.94,21.52,164.70,sale
2026-04-28,Stock Cubes 12pk,V12-FIL-070,7,19.59,15.20,137.13,sale
2026-04-28,Garlic 1kg,V12-FIL-071,3,5.66,4.57,16.98,sale
2026-04-28,Ginger 500g,V12-FIL-072,1,21.29,15.31,21.29,sale
2026-04-28,Turmeric 200g,V12-FIL-073,6,15.83,10.83,94.98,sale
2026-04-28,Paprika 100g,V12-FIL-074,1,34.73,25.81,34.73,sale
2026-04-28,Limes 500g,V12-FIL-076,5,42.04,27.03,210.20,sale
2026-04-28,Mint,V12-FIL-077,7,26.72,18.48,187.04,sale
2026-04-28,GT V12-GROWTH-001,V12-GROWTH-001,1,13.00,6.00,13.00,sale
2026-04-28,GT V12-GROWTH-002,V12-GROWTH-002,1,26.00,12.00,26.00,sale
2026-04-28,GT V12-HEALTHY-001,V12-HEALTHY-001,3,12.00,6.00,36.00,sale
2026-04-28,GT V12-HEALTHY-002,V12-HEALTHY-002,2,9.00,4.00,18.00,sale
2026-04-28,GT V12-HEALTHY-003,V12-HEALTHY-003,1,11.00,5.00,11.00,sale
2026-04-28,GT V12-MARGIN-001,V12-MARGIN-001,1,9.00,15.00,9.00,sale
2026-04-28,GT V12-MARGIN-002,V12-MARGIN-002,4,14.00,20.00,56.00,sale
2026-04-28,GT V12-OVERSTOCK-001,V12-OVERSTOCK-001,2,30.00,15.00,60.00,sale
2026-04-28,GT V12-OVERSTOCK-002,V12-OVERSTOCK-002,1,80.00,40.00,80.00,sale
2026-04-28,GT V12-OWNER-002,V12-OWNER-002,2,17.00,8.00,34.00,sale
2026-04-28,GT V12-PO-001,V12-PO-001,4,9.00,4.00,36.00,sale
2026-04-28,GT V12-PO-002,V12-PO-002,2,10.00,5.00,20.00,sale
2026-04-28,GT V12-SEASONAL-001,V12-SEASONAL-001,1,22.00,10.00,22.00,sale
2026-04-28,GT V12-SEASONAL-002,V12-SEASONAL-002,1,7.00,3.00,7.00,sale
2026-04-28,GT V12-SEASONAL-003,V12-SEASONAL-003,1,15.00,7.00,15.00,sale
2026-04-28,GT V12-SEASONAL-004,V12-SEASONAL-004,1,20.00,9.00,20.00,sale
2026-04-28,GT V12-SLOW-001,V12-SLOW-001,1,12.00,6.00,12.00,sale
2026-04-28,GT V12-SLOW-002,V12-SLOW-002,2,8.00,4.00,16.00,sale
2026-04-28,GT V12-STOCKOUT-001,V12-STOCKOUT-001,7,16.00,8.00,112.00,sale
2026-04-28,GT V12-STOCKOUT-002,V12-STOCKOUT-002,4,7.00,3.00,28.00,sale
2026-04-28,GT V12-UNKNOWN-001,V12-UNKNOWN-001,3,7.00,3.00,21.00,sale
2026-04-28,GT V12-UNKNOWN-002,V12-UNKNOWN-002,1,5.00,2.00,5.00,sale
2026-04-29,GT V12-FAST-001,V12-FAST-001,4,11.00,5.00,44.00,sale
2026-04-29,GT V12-FAST-002,V12-FAST-002,5,14.00,7.00,70.00,sale
2026-04-29,GT V12-FAST-003,V12-FAST-003,7,18.00,9.00,126.00,sale
2026-04-29,GT V12-FAST-004,V12-FAST-004,3,5.00,2.00,15.00,sale
2026-04-29,Cooking Oil 3L,V12-FIL-001,7,10.37,8.32,72.59,sale
2026-04-29,Sugar 2kg,V12-FIL-002,5,40.98,26.95,204.90,sale
2026-04-29,Flour 5kg,V12-FIL-003,8,53.18,36.47,425.44,sale
2026-04-29,Mayo 750ml,V12-FIL-005,10,6.41,4.14,64.10,sale
2026-04-29,Ketchup 1kg,V12-FIL-006,6,11.33,7.49,67.98,sale
2026-04-29,Olive Oil 1L,V12-FIL-007,5,36.61,26.78,183.05,sale
2026-04-29,Milk 1L,V12-FIL-010,1,15.33,12.73,15.33,sale
2026-04-29,Yogurt 500g,V12-FIL-011,1,9.42,7.25,9.42,sale
2026-04-29,Cheddar 1kg,V12-FIL-012,4,14.93,10.87,59.72,sale
2026-04-29,Eggs 30pk,V12-FIL-014,1,46.90,32.21,46.90,sale
2026-04-29,Chicken 1kg,V12-FIL-015,1,46.44,30.10,46.44,sale
2026-04-29,Fish 800g,V12-FIL-017,8,58.66,42.10,469.28,sale
2026-04-29,Cucumber 1kg,V12-FIL-018,5,19.82,13.01,99.10,sale
